Item ID,Item,POS,Translation,Lesson Title,Reading or Listening,Course Code,CEFR Level,Domain,Context,Target Word
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,I am planning to advocate for greater funding of biomedical research at the governmental level.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Physicists advocate for the use of renewable energy sources to mitigate climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for increased funding for research on renewable energy sources due to the urgent need to mitigate climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,The research advocates for the use of sustainable practices in agriculture to protect biodiversity and mitigate climate change.,advocates
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Researchers advocate for the use of renewable energy sources to combat climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for more funding to better investigate the effects of climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,The adoption of green energy sources is strongly advocated by environmental scientists to combat climate change.,advocated
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for the conservation of natural resources to ensure their availability for future generations.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for policies that prioritize climate change research and allocate funds for renewable energy initiatives.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Scientists advocate for increased funding for research on climate change, highlighting the urgency of addressing its potential consequences.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,She advocated for more funding into renewable energy sources to address global warming.,advocated
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Personally, I advocate for the use of scientific methods to ensure the accuracy of the results.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,I advocate for evidence-based medicine to be widely adopted as the best approach to healthcare.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"I do not agree with your idea of using genetic engineering as a way to solve world hunger because it could lead to unintended consequences and ultimately harm the environment. Instead, I would advocate for a more sustainable approach that focuses on improving agricultural practices and reducing food waste.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Scientists advocate for the conservation of biodiversity, emphasizing the vital role it plays in maintaining the balance of ecosystems.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"In the field of ecology, scientists advocate for the protection of endangered species through the implementation of conservation measures.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for the urgent need to reduce greenhouse gas emissions in order to mitigate the effects of climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Environmentalists advocate the use of renewable energy sources to reduce our carbon footprint, mitigating climate change's effects.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Advocating for a more holistic understanding of the environment, the biologist emphasized the interconnectedness of all living organisms.",advocating
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Research advocates the use of renewable energy sources to reduce our reliance on fossil fuels and mitigate the effects of climate change.,advocates
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate the use of alternative energy sources to mitigate climate change and reduce our reliance on fossil fuels.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Advocates of gene editing technology argue that it can be used to treat diseases and improve human health.,advocates
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,"Scientists strongly advocate for the protection of endangered species, emphasizing the vital role they play in maintaining ecosystem balance.",advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Researchers advocate for the use of renewable energy sources to mitigate climate change and promote environmental sustainability.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Environmentalists advocate for policies that reduce carbon emissions and protect natural habitats to mitigate the effects of climate change.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for more research on the effects of climate change on ecosystems to better understand the potential impacts and develop effective mitigation strategies.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,The researcher advocates for the adoption of a new methodology that could significantly enhance the accuracy of scientific measurements.,advocates
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,Scientists advocate for the preservation of natural habitats to protect endangered species.,advocate
583,advocate,verb,prôner,Moving African rhinos,reading,LANG1861,B1,Science,The scientific community advocates for the widespread adoption of sustainable energy sources to mitigate climate change.,advocates
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the researchers adjusted the parameters of the experiment to achieve a more precise measurement.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, when analyzing the chemical reactions, the amount of reactants and products must be measured accurately to obtain precise results.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,The procedures were modified accordingly to ensure optimal experimental conditions and minimize bias.,accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The scientific data was interpreted accordingly, revealing a direct correlation between the independent and dependent variables.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The raw data was analyzed and, accordingly, the conclusion was made that the two substances did not react with each other.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the researcher selected 20 subjects for the experiment and divided them into two groups.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the experiment was repeated multiple times to ensure the reliability of the results.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the hypothesis was rejected as the results did not support the predicted outcome.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The experiment was conducted accordingly to the protocol, ensuring the validity and reproducibility of the results.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Based on our findings, the treatment plan for immunodeficiency patients can be modified accordingly.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The study examined the effects of caffeine on cognitive function, and accordingly, the participants were asked to refrain from consuming alcohol before the test.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the hypothesis must be reformulated to reflect the new data acquired through experimentation.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the size and speed of light are both constant in all non-accelerating reference frames.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"In order to determine the rate of photosynthesis, scientists measure the concentration of carbon dioxide and oxygen in plant leaves. Accordingly, if they notice an increase in CO2 levels, it means that the plant is actively absorbing it from the atmosphere.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the data suggests that the new drug is effective in reducing inflammation.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the amount of energy required to break any given bond of a molecule depends on the strength of that bond.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The growth rate of this bacterium is significantly increased when exposed to appropriate conditions; accordingly, it can be cultured on agar plates for two days.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the researchers adjusted their experimental parameters to optimize the reaction yield.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,Students adjusted their calculations accordingly after considering the revised experimental data.,accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the experiment was repeated several times to ensure the validity of the results.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the scientist adjusted the experiment's parameters to ensure its optimal performance.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, if the speed of light exceeds 299 792 kilometers per second, it will bend as it travels through space.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the researchers observed that the sample of the substance exhibited a high degree of reactivity when exposed to elevated temperatures.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The experiment proceeded accordingly, with the independent variable being manipulated and the dependent variable measured.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"The amount of light emitted by a star depends on its temperature. Accordingly, if a star has a high temperature, it produces more light than one that has a lower temperature.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the researchers adjusted their experiment parameters to accommodate the unexpected results.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, we can determine the mass and energy of the system.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the experiment was conducted under controlled conditions to minimize external influences.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,"Accordingly, the results of the experiment indicate that the hypothesis is correct, demonstrating a relationship between the independent and dependent variables.",accordingly
927,accordingly,adverb,en conséquence,The story of maths,listening,LANG1861,B1,Science,The chemical reaction proceeded accordingly when more reactants were added to the solution.,accordingly
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The aging process affects various aspects of biological systems, such as cellular function and tissue structure.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging can be slowed down by various lifestyle choices and certain medications.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging is influenced by both genetic and environmental factors.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The ‘aging’ process of stars is studied by astronomers through observing their spectral properties.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of cell aging leads to decreased efficiency and increased vulnerability of cells to damage.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging can be accelerated by exposure to harmful radiation.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The aging process of cells involves the accumulation of damage over time, leading to cellular senescence.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The world population is aging rapidly due to advances in medical science, an increase in life expectancy, and improvements in healthcare.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"Although the process of aging is complex, scientists have identified several mechanisms that contribute to its progression, such as cellular senescence and telomere shortening.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging can be studied using techniques such as cell division and DNA analysis.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The biological aging process begins to accelerate as an organism approaches its maximum lifespan.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The biological aging process can be slowed down through the use of genetic engineering techniques.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of cellular aging involves a buildup of free radicals and DNA damage.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The accumulation of telomeres in the cells of an aging organism leads to changes that eventually result in cell death.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The process of aging can be induced in yeast cells by treatment with chemicals such as hydrogen peroxide, which damages DNA.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"In the field of biology, it is important to understand the aging process of cells and their role in tissue damage.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"During the aging process, the body experiences several changes that affect its overall function.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The process of aging involves various biological and chemical changes that lead to the deterioration of cells, tissues, and organs over time.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging in plant cells occurs through a series of cellular cycle events known as the Hayflick limit.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging in plants involves a complex interplay of genetic and environmental factors.,aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,"The process of aging in cells, known as cellular senescence, can be triggered by exposure to radiation or chemicals.",aging
1061,aging,adjective,vieillissant,Japan and its birth rate,reading,LANG1861,B1,Science,The process of aging of cells and tissues in living organisms causes various physiological changes that eventually leads to death.,aging
